stem,association,high_freq,low_freq,ratio
کباب,positive/low_proxy,113,315,2.7876106194690267
تابه,positive/low_proxy,22,46,2.090909090909091
سوپ,positive/low_proxy,64,220,3.4375
عدس,positive/low_proxy,62,150,2.4193548387096775
زرشک,positive/low_proxy,52,139,2.673076923076923
آش,positive/low_proxy,51,121,2.372549019607843
قیمه,positive/low_proxy,30,77,2.566666666666667
بادمج,positive/low_proxy,4,17,4.25
فرن,positive/low_proxy,18,60,3.3333333333333335
کوکو,positive/low_proxy,18,55,3.0555555555555554
آبگوش,positive/low_proxy,10,55,5.5
کشک,positive/low_proxy,35,71,2.0285714285714285
خور,positive/low_proxy,106,215,2.0283018867924527
کرفس,positive/low_proxy,6,42,7.0
دمی,positive/low_proxy,4,13,3.25
شیربرنج,positive/low_proxy,2,14,7.0
آلو,positive/low_proxy,18,56,3.111111111111111
اسفناج,positive/low_proxy,9,20,2.2222222222222223
شانزده,positive/low_proxy,7,15,2.142857142857143
قاسم,positive/low_proxy,1,10,10.0
سیب‌زمین,positive/low_proxy,66,177,2.6818181818181817
بادمجون,positive/low_proxy,26,64,2.4615384615384617
وهر,positive/low_proxy,3,10,3.3333333333333335
دوس,positive/low_proxy,3377,9004,2.6662718389102755
برک,positive/low_proxy,48,235,4.895833333333333
حضر,positive/low_proxy,134,376,2.8059701492537314
فاطمه,positive/low_proxy,111,371,3.3423423423423424
زهرا,positive/low_proxy,90,321,3.566666666666667
مجتب,positive/low_proxy,3,13,4.333333333333333
رقیه,positive/low_proxy,18,48,2.6666666666666665
حضرت,positive/low_proxy,4,11,2.75
معصومه,positive/low_proxy,10,33,3.3
جاریه,positive/low_proxy,5,12,2.4
زیبا,positive/low_proxy,147,352,2.3945578231292517
عشق,positive/low_proxy,501,1197,2.3892215568862274
علیه‌السل,positive/low_proxy,20,55,2.75
مهربونی,positive/low_proxy,14,34,2.4285714285714284
گزینه,positive/low_proxy,49,144,2.938775510204082
اعل,positive/low_proxy,41,110,2.682926829268293
تشویق,positive/low_proxy,23,55,2.391304347826087
یار,positive/low_proxy,140,343,2.45
بعدازظهر,positive/low_proxy,13,43,3.3076923076923075
تگ,positive/low_proxy,54,136,2.5185185185185186
سرباز,positive/low_proxy,33,69,2.090909090909091
می‌فرست,positive/low_proxy,100,225,2.25
شاد,positive/low_proxy,333,755,2.2672672672672673
شالله,positive/low_proxy,188,574,3.0531914893617023
وال,positive/low_proxy,27,88,3.259259259259259
پیکر,positive/low_proxy,6,13,2.1666666666666665
لابیاپلاست,positive/low_proxy,2,11,5.5
همچن,positive/low_proxy,252,517,2.0515873015873014
مبارکه,positive/low_proxy,134,477,3.5597014925373136
بودا,positive/low_proxy,16,33,2.0625
گل,positive/low_proxy,404,814,2.014851485148515
اسم,positive/low_proxy,1339,3003,2.2427184466019416
قشنگ,positive/low_proxy,552,2242,4.061594202898551
عزیزدل,positive/low_proxy,151,371,2.456953642384106
مرس,positive/low_proxy,589,2091,3.5500848896434634
لطف,positive/low_proxy,173,493,2.8497109826589595
ایشالا,positive/low_proxy,440,1028,2.3363636363636364
هاا,positive/low_proxy,9,20,2.2222222222222223
پیاز,positive/low_proxy,98,227,2.316326530612245
اسفنج,positive/low_proxy,2,16,8.0
خواهرزاده,positive/low_proxy,12,25,2.0833333333333335
صمیم,positive/low_proxy,100,207,2.07
جان,positive/low_proxy,120,326,2.716666666666667
ناب,positive/low_proxy,9,41,4.555555555555555
معلومه,positive/low_proxy,190,414,2.1789473684210527
شیطونه,positive/low_proxy,17,39,2.2941176470588234
ماشاالله,positive/low_proxy,47,112,2.382978723404255
ان‌شاءالله,positive/low_proxy,173,567,3.277456647398844
بسلامت,positive/low_proxy,213,541,2.539906103286385
گلم,positive/low_proxy,1076,2263,2.103159851301115
نفرس,positive/low_proxy,3,14,4.666666666666667
عال,positive/low_proxy,383,1249,3.2610966057441253
سلام,positive/low_proxy,373,1482,3.973190348525469
واژه,positive/low_proxy,7,20,2.857142857142857
ویس,positive/low_proxy,14,50,3.5714285714285716
وسلامت,positive/low_proxy,2,10,5.0
جوونا,positive/low_proxy,6,16,2.6666666666666665
دارشدن,positive/low_proxy,10,32,3.2
حاج,positive/low_proxy,118,271,2.2966101694915255
حقیر,positive/low_proxy,6,13,2.1666666666666665
انشاالله,positive/low_proxy,354,1569,4.432203389830509
رواش,positive/low_proxy,1,21,21.0
آشپزخونه,positive/low_proxy,30,69,2.3
فرشته,positive/low_proxy,69,182,2.63768115942029
ارغو,positive/low_proxy,4,12,3.0
خوشگل,positive/low_proxy,368,928,2.5217391304347827
لپ,positive/low_proxy,18,41,2.2777777777777777
سایه,positive/low_proxy,40,132,3.3
حفظ,positive/low_proxy,322,869,2.698757763975155
تایپ,positive/low_proxy,87,193,2.218390804597701
کولر,positive/low_proxy,24,54,2.25
یکساعته,positive/low_proxy,4,11,2.75
امض,positive/low_proxy,58,128,2.206896551724138
بهترین,positive/low_proxy,41,123,3.0
انیمه,positive/low_proxy,3,10,3.3333333333333335
قدش,positive/low_proxy,58,120,2.0689655172413794
والا,positive/low_proxy,740,1729,2.3364864864864865
فامیلمون,positive/low_proxy,22,48,2.1818181818181817
براورده,positive/low_proxy,9,26,2.888888888888889
همینطوره,positive/low_proxy,42,96,2.2857142857142856
موفق,positive/low_proxy,146,593,4.061643835616438
چرب,positive/low_proxy,205,424,2.0682926829268293
عالیه,positive/low_proxy,234,750,3.2051282051282053
ایشالله,positive/low_proxy,150,563,3.7533333333333334
شاءالله,positive/low_proxy,71,213,3.0
صلاحته,positive/low_proxy,11,53,4.818181818181818
اره,positive/low_proxy,1932,4770,2.468944099378882
بخیر,positive/low_proxy,175,357,2.04
انرژ,positive/low_proxy,192,437,2.2760416666666665
پربرک,positive/low_proxy,1,11,11.0
روای,positive/low_proxy,35,77,2.2
عاقب,positive/low_proxy,48,174,3.625
پرونده,positive/low_proxy,77,167,2.168831168831169
کوک,positive/low_proxy,4,15,3.75
کیفی,positive/low_proxy,50,132,2.64
دوستاتون,positive/low_proxy,4,17,4.25
خدانکنه,positive/low_proxy,28,80,2.857142857142857
پنبه,positive/low_proxy,20,53,2.65
بلند,positive/low_proxy,48,109,2.2708333333333335
گوگول,positive/low_proxy,30,61,2.033333333333333
نکشت,positive/low_proxy,0,15,inf
عزیزم,positive/low_proxy,84,226,2.6904761904761907
انشاءالله,positive/low_proxy,107,283,2.6448598130841123
دل‌خو,positive/low_proxy,26,91,3.5
خخ,positive/low_proxy,67,277,4.134328358208955
دعاتون,positive/low_proxy,21,54,2.5714285714285716
منتظرا,positive/low_proxy,8,41,5.125
دلگرمی,positive/low_proxy,5,30,6.0
محتاج,positive/low_proxy,31,86,2.774193548387097
اراد,positive/low_proxy,7,22,3.142857142857143
ساد,positive/low_proxy,5,26,5.2
حاجت,positive/low_proxy,30,84,2.8
خوشبخ,positive/low_proxy,156,342,2.1923076923076925
سواستفاده,positive/low_proxy,15,50,3.3333333333333335
غالب,positive/low_proxy,10,29,2.9
وار,positive/low_proxy,18,49,2.7222222222222223
همتون,positive/low_proxy,28,94,3.357142857142857
ترن,positive/low_proxy,25,107,4.28
باحال,positive/low_proxy,27,80,2.962962962962963
میگم,positive/low_proxy,7,17,2.4285714285714284
حمد,positive/low_proxy,46,112,2.4347826086956523
روا,positive/low_proxy,11,32,2.909090909090909
اسمشو,positive/low_proxy,77,160,2.0779220779220777
هش,positive/low_proxy,3,10,3.3333333333333335
ثمره,positive/low_proxy,6,13,2.1666666666666665
تپل,positive/low_proxy,99,217,2.191919191919192
شیرینه,positive/low_proxy,28,105,3.75
نامدار,positive/low_proxy,10,40,4.0
رستا,positive/low_proxy,6,21,3.5
إلی,positive/low_proxy,5,16,3.2
مشتاق,positive/low_proxy,19,40,2.1052631578947367
حافظ,positive/low_proxy,18,40,2.2222222222222223
پیشو,positive/low_proxy,4,12,3.0
پشم,positive/low_proxy,26,65,2.5
چربه,positive/low_proxy,24,59,2.4583333333333335
شکر,positive/low_proxy,574,1485,2.587108013937282
صحیح,positive/low_proxy,158,448,2.8354430379746836
اتفاقا,positive/low_proxy,391,988,2.526854219948849
خوشمزه,positive/low_proxy,60,224,3.7333333333333334
لپه,positive/low_proxy,4,10,2.5
سرکه,positive/low_proxy,41,118,2.8780487804878048
رنده,positive/low_proxy,20,73,3.65
تفت,positive/low_proxy,26,78,3.0
چوبه,positive/low_proxy,4,19,4.75
نمک,positive/low_proxy,192,462,2.40625
ادویه,positive/low_proxy,51,104,2.0392156862745097
پارچ,positive/low_proxy,10,24,2.4
لیمو,positive/low_proxy,41,129,3.1463414634146343
لیو,positive/low_proxy,171,374,2.1871345029239766
درشو,positive/low_proxy,2,21,10.5
سرخ,positive/low_proxy,80,191,2.3875
برنج,positive/low_proxy,250,510,2.04
پخته,positive/low_proxy,42,86,2.0476190476190474
بفرما,positive/low_proxy,8,19,2.375
به‌به,positive/low_proxy,25,111,4.44
بغلتون,positive/low_proxy,4,21,5.25
دخمل,positive/low_proxy,21,92,4.380952380952381
خند,positive/low_proxy,50,112,2.24
عطا,positive/low_proxy,12,35,2.9166666666666665
ذات,positive/low_proxy,23,50,2.1739130434782608
خرس,positive/low_proxy,12,27,2.25
لایک,positive/low_proxy,100,481,4.81
شاالله,positive/low_proxy,236,673,2.8516949152542375
اسمتو,positive/low_proxy,9,20,2.2222222222222223
فیلمو,positive/low_proxy,4,13,3.25
ترف,positive/low_proxy,3,13,4.333333333333333
ماسک,positive/low_proxy,64,131,2.046875
لینکو,positive/low_proxy,0,17,inf
قشنگه,positive/low_proxy,170,688,4.047058823529412
آریا,positive/low_proxy,4,30,7.5
تلاف,positive/low_proxy,18,39,2.1666666666666665
تودل,positive/low_proxy,12,29,2.4166666666666665
خروپف,positive/low_proxy,4,17,4.25
سفیده,positive/low_proxy,37,90,2.4324324324324325
حول,positive/low_proxy,7,21,3.0
بپزه,positive/low_proxy,38,86,2.263157894736842
حرار,positive/low_proxy,11,30,2.727272727272727
لعاب,positive/low_proxy,3,22,7.333333333333333
نچسبه,positive/low_proxy,2,10,5.0
پرک,positive/low_proxy,1,17,17.0
گوشتو,positive/low_proxy,4,12,3.0
لطیف,positive/low_proxy,7,22,3.142857142857143
طعم,positive/low_proxy,50,120,2.4
دارچ,positive/low_proxy,53,107,2.018867924528302
کره,positive/low_proxy,86,209,2.4302325581395348
گلزار,positive/low_proxy,6,13,2.1666666666666665
وطن,positive/low_proxy,5,12,2.4
شعب,positive/low_proxy,6,13,2.1666666666666665
ماشالله,positive/low_proxy,72,161,2.236111111111111
نازه,positive/low_proxy,17,69,4.0588235294117645
نخور,positive/low_proxy,672,1408,2.0952380952380953
جالب,positive/low_proxy,223,481,2.1569506726457397
کارکن,positive/low_proxy,16,34,2.125
بامزه,positive/low_proxy,13,60,4.615384615384615
عاشقش,positive/low_proxy,37,78,2.108108108108108
گوجه,positive/low_proxy,69,186,2.6956521739130435
زاده,positive/low_proxy,47,98,2.0851063829787235
هیچکدو,positive/low_proxy,87,190,2.1839080459770117
توسل,positive/low_proxy,25,55,2.2
سارا,positive/low_proxy,11,62,5.636363636363637
آجی,positive/low_proxy,11,26,2.3636363636363638
بگیری,positive/low_proxy,16,79,4.9375
عزیزانتون,positive/low_proxy,1,11,11.0
قدیم,positive/low_proxy,101,238,2.3564356435643563
مولا,positive/low_proxy,6,15,2.5
